Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
ecoli,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,302.0,34.0,27.0,7.0,0.0,79.41176470588235,20.58823529411765,0.0,0.699873896595208,0.06164365198105709,0.2096864211376533,33.91486842648268,70.005305457493,73.30977882895989,3239.879787857021,-3166.570009028061,2.156169965557644,95.29058199579472,-93.13441203023709,50.97903946626112,1.4993835137135623,2271.5084826649086,1.0,15.0,0.15789473684210525,3.0,0.8421052631578947,16.0,0.0,0.0,0.8333333333333334,1.0,0.9090909090909091,0.837707816583391,0.9421052631578948,0.8722222222222222,0.7941176470588235,0.09965506380167322,0.9003449361983268,0.20588235294117646,0.7941176470588235,0.7941176470588235,0.7827688651218063,0.7212038089865915,0.8788729182069941,0.7444237423476179,0.7482744107744108,0.7941176470588235,0.001,0.0,0.0,0.0,0.0,0.0,12342.0,29582.0,4658.0,88.23529411764706,17.647058823529413,'Number of leaves: 16\nSize of the tree: 31\n',31.0,16.0,16.0
ecoli,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,302.0,34.0,30.0,4.0,0.0,88.23529411764706,11.764705882352942,0.0,0.8353510895883777,0.03504763700351936,0.1724982728437074,19.068374965393943,56.86790338166033,75.29822063598569,4297.144774114392,-4221.846553478406,2.214653548117226,126.38661100336446,-124.17195745524725,59.734077353923794,1.7568846280565822,2669.2649729116342,1.0,14.0,0.05,1.0,0.95,19.0,0.0,0.0,0.9333333333333333,1.0,0.9655172413793104,0.941629792788369,0.9535714285714286,0.8952380952380953,0.8823529411764706,0.04773755656108597,0.9522624434389141,0.11764705882352941,0.9083778966131907,0.8823529411764706,0.8584534358207893,0.8499742586326638,0.9030189479638009,0.7815403166614239,0.8123815285339786,0.8823529411764706,0.002,0.0,0.0,0.0,0.0,0.0,25026.0,29582.0,4658.0,88.23529411764706,13.235294117647058,'Number of leaves: 37\nSize of the tree: 73\n',73.0,37.0,37.0
ecoli,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,302.0,34.0,30.0,4.0,0.0,88.23529411764706,11.764705882352942,0.0,0.8379022646007152,0.03303307288127023,0.14803041726078803,17.972310655237493,48.80152900986246,75.29822063598569,2152.9470674716536,-2077.648846835668,2.214653548117226,63.32197257269569,-61.107319024578466,63.29784390184555,1.8617012912307516,2828.514728484814,1.0,14.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,0.028987556561085974,0.9710124434389141,0.11764705882352941,0.9064171122994653,0.8823529411764706,0.8778809769521845,0.8673483149594149,0.9523396460706297,0.8781810317709973,0.8162768031189085,0.8823529411764706,0.002,0.0,0.0,0.0,0.0,0.0,20194.0,29582.0,4658.0,94.11764705882354,14.705882352941176,'Number of leaves: 29\nSize of the tree: 57\n',57.0,29.0,29.0
ecoli,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,302.0,34.0,30.0,4.0,0.0,88.23529411764706,11.764705882352942,0.0,0.837708830548926,0.039218362747774516,0.16983242363330328,21.329285003175624,55.96503761904144,76.62014873087304,4298.127606748429,-4221.507458017556,2.2535337862021483,126.41551784554201,-124.16198405933989,57.824389038945135,1.7007173246748568,2588.201751642568,1.0,14.0,0.05,1.0,0.95,19.0,0.0,0.0,0.9333333333333333,1.0,0.9655172413793104,0.941629792788369,0.975,0.9333333333333333,0.8823529411764706,0.03654723825869871,0.9634527617413013,0.11764705882352941,0.8696078431372549,0.8823529411764706,0.8626283115126929,0.8442935651449227,0.9118623875279556,0.8120098039215685,0.7027124695228144,0.8823529411764706,0.002,0.0,0.0,0.0,0.0,0.0,18382.0,29582.0,4658.0,88.23529411764706,13.970588235294118,'Number of leaves: 26\nSize of the tree: 51\n',51.0,26.0,26.0
ecoli,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,302.0,34.0,30.0,4.0,0.0,88.23529411764706,11.764705882352942,0.0,0.8424101969872537,0.03762175199471251,0.16677106131514574,20.46095283922962,54.95622402717319,76.62014873087304,3227.8385438571254,-3151.2183951262523,2.2535337862021483,94.93642776050369,-92.68289397430154,60.600889989214316,1.782379117329833,2712.477074605065,0.9285714285714286,13.0,0.0,0.0,1.0,20.0,0.07142857142857142,1.0,1.0,0.9285714285714286,0.962962962962963,0.9404008408634048,0.9642857142857143,0.957983193277311,0.8823529411764706,0.017985125084516565,0.9820148749154834,0.11764705882352941,0.8893557422969188,0.8823529411764706,0.8736850295673824,0.8551320624379732,0.9336968136663877,0.8489578184214864,0.7422398589065256,0.8823529411764706,0.002,0.0,0.0,0.0,0.0,0.0,21402.0,29582.0,4658.0,91.17647058823529,17.647058823529413,'Number of leaves: 31\nSize of the tree: 61\n',61.0,31.0,31.0
ecoli,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,303.0,33.0,25.0,8.0,0.0,75.75757575757575,24.242424242424242,0.0,0.6530880420499343,0.059961469115803155,0.2232370896154488,32.921468906539396,74.35206327837895,69.49735436585883,1107.8367031243974,-1038.3393487585386,2.105980435329055,33.5708091855878,-31.464828750258743,48.65406695596068,1.4743656653321418,2163.0097318669136,0.9285714285714286,13.0,0.15789473684210525,3.0,0.8421052631578947,16.0,0.07142857142857142,1.0,0.8125,0.9285714285714286,0.8666666666666666,0.7621291812987965,0.8853383458646616,0.784767316017316,0.7575757575757576,0.10566753875283819,0.8943324612471618,0.24242424242424243,0.7411616161616161,0.7575757575757576,0.740819964349376,0.6605547326531297,0.9022199699876652,0.7265072049162958,0.7145098039215686,0.7575757575757576,0.002,0.0,0.0,0.0,0.0,0.0,18986.0,29675.0,4565.0,84.84848484848484,14.393939393939394,'Number of leaves: 27\nSize of the tree: 53\n',53.0,27.0,27.0
ecoli,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,303.0,33.0,24.0,9.0,0.0,72.72727272727273,27.272727272727273,0.0,0.61328125,0.073838165046299,0.257916577165213,40.28178540173644,85.2868326002444,73.9474857003504,7528.919439557922,-7454.971953857571,2.240832900010618,228.1490739259976,-225.908241025987,41.90004151453711,1.2696982277132456,1874.2129202894894,1.0,14.0,0.15789473684210525,3.0,0.8421052631578947,16.0,0.0,0.0,0.8235294117647058,1.0,0.9032258064516129,0.832765544443563,0.868421052631579,0.8235294117647058,0.7272727272727273,0.09947681068224361,0.9005231893177564,0.2727272727272727,0.7344771241830066,0.7272727272727273,0.6942978168784621,0.6453714657148771,0.7595224442706051,0.6086394888533926,0.5338709677419355,0.7272727272727273,0.002,0.0,0.01,0.0,10.0,0.0,19590.0,29675.0,4565.0,75.75757575757575,13.636363636363637,'Number of leaves: 28\nSize of the tree: 55\n',55.0,28.0,28.0
ecoli,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,303.0,33.0,27.0,6.0,0.0,81.81818181818181,18.181818181818183,0.0,0.7496839443742099,0.04993959955792016,0.21255159731730192,27.24412546248158,70.28572067201081,73.9474857003504,5376.925850954018,-5302.978365253667,2.240832900010618,162.9371469986066,-160.69631409859596,50.300734186913786,1.5242646723307207,2249.980728072855,0.9285714285714286,13.0,0.05263157894736842,1.0,0.9473684210526315,18.0,0.07142857142857142,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8759398496240601,0.9379699248120301,0.892547928262214,0.8181818181818182,0.04591010448395847,0.9540898955160415,0.18181818181818182,0.821969696969697,0.8181818181818182,0.8161616161616161,0.775290907057254,0.872059610514619,0.7394234553325463,0.6380952380952382,0.8181818181818182,0.002,0.0,0.0,0.0,0.0,0.0,22610.0,29675.0,4565.0,81.81818181818181,12.5,'Number of leaves: 33\nSize of the tree: 65\n',65.0,33.0,33.0
ecoli,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,303.0,33.0,28.0,5.0,0.0,84.84848484848484,15.151515151515152,0.0,0.7857142857142857,0.04476626976626975,0.19662872065798,24.6710284124702,65.769373062202,71.17301876297262,4304.500428619731,-4233.327409856758,2.1567581443325037,130.43940692787064,-128.28264878353812,54.66939122231588,1.656648218858057,2436.309855986757,1.0,15.0,0.05555555555555555,1.0,0.9444444444444444,17.0,0.0,0.0,0.9375,1.0,0.967741935483871,0.9409658158863513,0.9740740740740741,0.9416666666666667,0.8484848484848485,0.04423354423354424,0.9557664557664558,0.15151515151515152,0.8858766233766234,0.8484848484848485,0.8509938090583251,0.8255112969390649,0.8843970843970844,0.7749147317329136,0.8224014336917562,0.8484848484848485,0.002,0.0,0.0,0.0,0.0,0.0,17778.0,29675.0,4565.0,84.84848484848484,12.878787878787879,'Number of leaves: 25\nSize of the tree: 49\n',49.0,25.0,25.0
seeds,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.09882232462877624,0.3087003488652999,22.23502304147465,65.48523301119194,33.2842125151443,3222.164212809767,-3188.8800002946227,1.584962500721157,153.43639108617938,-151.85142858545822,26.610224701049432,1.26715355719283,1678.9182513114229,0.8571428571428571,6.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.14285714285714285,1.0,0.75,0.8571428571428571,0.7999999999999999,0.6933752452815364,0.8214285714285714,0.6904761904761905,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8611111111111113,0.8571428571428571,0.8564102564102564,0.7880652128438245,0.8809523809523809,0.7936507936507935,0.8564102564102564,0.8571428571428571,0.001,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,85.71428571428571,33.33333333333332,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,17.0,4.0,0.0,80.95238095238095,19.047619047619047,0.0,0.7142857142857143,0.13742593811718237,0.3559840219330758,30.920836076366026,75.51561477088157,33.2842125151443,3228.4707775841566,-3195.1865650690124,1.584962500721157,153.73670369448365,-152.1517411937625,24.11139020842993,1.1481614384966634,1521.259348246995,0.5714285714285714,4.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.42857142857142855,3.0,0.8,0.5714285714285714,0.6666666666666666,0.5533985905294664,0.6020408163265306,0.5706349206349206,0.8095238095238095,0.09523809523809523,0.9047619047619048,0.19047619047619047,0.8333333333333334,0.8095238095238095,0.8044243338360983,0.7298152100796494,0.7823129251700681,0.7251322751322751,0.8044243338360986,0.8095238095238095,0.001,0.0,0.0,0.0,0.0,0.0,6381.0,19020.0,3396.0,80.95238095238095,34.92063492063491,'Number of leaves: 9\nSize of the tree: 17\n',17.0,9.0,9.0
seeds,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.1005230049008851,0.30694092921240435,22.617676102699146,65.11200374093734,33.2842125151443,2154.075548565958,-2120.7913360508137,1.584962500721157,102.57502612218848,-100.99006362146731,26.532239075450597,1.263439955973838,1673.997906157304,0.7142857142857143,5.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.2857142857142857,2.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.6708203932499369,0.8112244897959183,0.7207792207792207,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8551587301587302,0.8571428571428571,0.8532356532356532,0.7859741659434066,0.8809523809523809,0.8063028241599669,0.8532356532356532,0.8571428571428571,0.002,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,85.71428571428571,33.33333333333332,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.04140726997869854,0.17514576123466466,9.31663574520717,37.15402663953339,33.2842125151443,6.116069210577218,27.168143304567078,1.584962500721157,0.29124139097986756,1.2937211097412895,30.67122083855898,1.4605343256456658,1935.1385805407767,1.0,7.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9013878188659973,0.9693877551020408,0.8928571428571428,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219711,0.9795918367346937,0.9423076923076924,0.9521367521367522,0.9523809523809523,0.002,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,95.23809523809524,33.33333333333332,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.0358612580834803,0.17838789096003596,8.068783068783066,37.841786213822346,33.2842125151443,1074.188769333202,-1040.9045568180577,1.584962500721157,51.1518461587239,-49.566883658002745,30.925518180500095,1.472643722880957,1951.1829564692553,0.8571428571428571,6.0,0.0,0.0,1.0,14.0,0.14285714285714285,1.0,1.0,0.8571428571428571,0.923076923076923,0.8944271909999159,0.8928571428571429,0.9047619047619048,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219711,0.9523809523809523,0.9265873015873015,0.9521367521367522,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,6381.0,19020.0,3396.0,95.23809523809524,33.33333333333332,'Number of leaves: 9\nSize of the tree: 17\n',17.0,9.0,9.0
seeds,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.044657262377460614,0.18064480277583314,10.047884034928636,38.32054950866942,33.2842125151443,1074.6085856814711,-1041.324373166327,1.584962500721157,51.17183741340339,-49.586874912682234,30.505701832230788,1.452652468201466,1924.695493953373,0.8571428571428571,6.0,0.0,0.0,1.0,14.0,0.14285714285714285,1.0,1.0,0.8571428571428571,0.923076923076923,0.8944271909999159,0.8928571428571429,0.9047619047619047,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.952136752136752,0.9319383366219711,0.9523809523809523,0.9265873015873015,0.9521367521367521,0.9523809523809523,0.001,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,95.23809523809524,34.92063492063491,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,21.0,0.0,0.0,100.0,0.0,0.0,1.0,0.003584229390681002,0.007603298722435991,0.8064516129032253,1.6129032258064504,33.2842125151443,0.16421280976792235,33.11999970537637,1.584962500721157,0.007819657607996303,1.5771428431131607,33.119999705376365,1.5771428431131602,2089.6393252399857,1.0,7.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,100.0,33.33333333333332,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.0738053245989754,0.2498705864721681,16.606198034769463,53.005555834058896,33.2842125151443,1080.1460052756117,-1046.8617927604676,1.584962500721157,51.43552406074342,-49.850561560022264,28.471359772081925,1.355779036765806,1796.3428004843956,0.8571428571428571,6.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.14285714285714285,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.826530612244898,0.782312925170068,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9107142857142857,0.9047619047619048,0.9045177045177043,0.8605097651933997,0.9081632653061223,0.8637929530786673,0.9045177045177045,0.9047619047619048,0.001,0.001,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,90.47619047619048,33.33333333333332,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
seeds,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.07606730187375348,0.25040715306852607,17.11514292159453,53.11937879771177,33.2842125151443,1080.387323433292,-1047.1031109181479,1.584962500721157,51.44701540158534,-49.862052900864185,28.36487100385395,1.3507081430406642,1789.6241072547753,0.8571428571428571,6.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.14285714285714285,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9030612244897959,0.7551020408163265,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.8571428571428571,0.9319727891156462,0.8458049886621314,0.9047619047619048,0.9047619047619048,0.001,0.0,0.0,0.0,0.0,0.0,5169.0,19020.0,3396.0,90.47619047619048,33.33333333333332,'Number of leaves: 6\nSize of the tree: 11\n',11.0,6.0,6.0
seeds,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.042799915665190806,0.17915571307123335,9.629981024667929,38.00466588029415,33.2842125151443,1074.5105057969056,-1041.2262932817614,1.584962500721157,51.16716694270979,-49.58220444198864,30.60378171679632,1.4573229388950628,1930.883645693298,1.0,7.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9013878188659973,0.9336734693877551,0.8214285714285714,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219709,0.9540816326530612,0.9087301587301587,0.9521367521367521,0.9523809523809523,0.001,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,95.23809523809524,33.33333333333332,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.06828391734052111,0.25233487306670516,15.363881401617247,53.52830996259417,33.2842125151443,2148.221980450367,-2114.937767935223,1.584962500721157,102.29628478335081,-100.71132228262965,28.722382061892855,1.367732479137755,1812.1805436295308,0.7142857142857143,5.0,0.0,0.0,1.0,14.0,0.2857142857142857,2.0,1.0,0.7142857142857143,0.8333333333333333,0.7905694150420949,0.8571428571428571,0.8095238095238094,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9166666666666666,0.9047619047619048,0.8999999999999999,0.8644483509246965,0.9285714285714286,0.853174603174603,0.9,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,90.47619047619048,33.33333333333332,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.06707629288274448,0.2520910027024489,15.092165898617507,53.47657724610536,33.2842125151443,2148.1642128097683,-2114.880000294624,1.584962500721157,102.2935339433223,-100.70857144260114,28.780149702491745,1.3704833191662735,1815.8252759542772,0.8571428571428571,6.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.14285714285714285,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.782312925170068,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9107142857142857,0.9047619047619048,0.9045177045177045,0.8605097651933995,0.9047619047619048,0.8540249433106576,0.9045177045177044,0.9047619047619048,0.001,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,90.47619047619048,33.33333333333332,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.03215565796210957,0.16053689876706947,7.235023041474652,34.05501892465593,33.2842125151443,3.486140904655286,29.79807161048901,1.584962500721157,0.1660067097454898,1.4189557909756672,31.102077797379106,1.4810513236847194,1962.3226280260699,1.0,7.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9013878188659973,1.0,1.0,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219709,1.0,1.0,0.9521367521367521,0.9523809523809523,0.001,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,100.0,34.9206349206349,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,16.0,5.0,0.0,76.19047619047619,23.80952380952381,0.0,0.6428571428571428,0.16041048898191754,0.3893380336377202,36.09236002093144,82.59106912772042,33.2842125151443,3231.2729269963847,-3197.9887144812405,1.584962500721157,153.87013938078022,-152.28517688005908,22.364045794190737,1.0649545616281304,1411.0141901789552,0.5714285714285714,4.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.42857142857142855,3.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.4472135954999579,0.6428571428571429,0.6,0.7619047619047619,0.11904761904761904,0.8809523809523809,0.23809523809523808,0.7777777777777777,0.7619047619047619,0.7628205128205127,0.6513377407318893,0.8333333333333334,0.7398268398268397,0.7628205128205128,0.7619047619047619,0.001,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,80.95238095238095,34.9206349206349,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.11045539315673385,0.30612396848978357,24.85246346026511,64.93870020085888,33.2842125151443,2153.681714575473,-2120.397502060329,1.584962500721157,102.55627212264157,-100.97130962192043,26.071554561107515,1.2415025981479768,1644.931949446437,0.8571428571428571,6.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.14285714285714285,1.0,0.75,0.8571428571428571,0.7999999999999999,0.6933752452815364,0.8316326530612245,0.7142857142857142,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8611111111111113,0.8571428571428571,0.8564102564102564,0.7880652128438245,0.8843537414965985,0.8015873015873015,0.8564102564102564,0.8571428571428571,0.001,0.0,0.01,0.0,10.0,0.0,5169.0,19020.0,3396.0,85.71428571428571,33.33333333333332,'Number of leaves: 6\nSize of the tree: 11\n',11.0,6.0,6.0
seeds,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.03533026113671275,0.17833631682160067,7.9493087557603666,37.830845686915914,33.2842125151443,1074.1642128097685,-1040.8800002946243,1.584962500721157,51.15067680046517,-49.565714299744016,30.950074703934057,1.473813081139717,1952.7323005971314,1.0,7.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9013878188659973,0.9642857142857143,0.875,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219709,0.9642857142857143,0.9265873015873015,0.9521367521367521,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,6785.0,19020.0,3396.0,95.23809523809524,33.33333333333332,'Number of leaves: 10\nSize of the tree: 19\n',19.0,10.0,10.0
seeds,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 1',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.10029730410682791,0.3051108378717532,22.566893424036277,64.72378274178779,33.2842125151443,1085.9053695202504,-1052.6211570051062,1.584962500721157,51.7097795009643,-50.12481700024315,26.542434062614063,1.2639254315530506,1674.641138231175,0.7142857142857143,5.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.2857142857142857,2.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.6708203932499369,0.826530612244898,0.7087912087912088,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8551587301587302,0.8571428571428571,0.8532356532356532,0.7859741659434066,0.9081632653061223,0.798469387755102,0.8532356532356532,0.8571428571428571,0.001,0.0,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,85.71428571428571,33.33333333333332,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
