Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
seeds,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.058769414575866194,0.18956463326985853,13.223118279569892,40.2127312974774,33.2842125151443,1075.347649942647,-1042.0634374275028,1.584962500721157,51.207030949649855,-49.6220684489287,29.76663757105496,1.4174589319549982,1878.0657307356594,1.0,7.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9013878188659973,0.9285714285714286,0.875,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.9521367521367521,0.9319383366219709,0.9523809523809523,0.9265873015873015,0.9521367521367521,0.9523809523809523,0.001,0.0,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,95.23809523809524,38.09523809523809,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
seeds,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.08330204244182737,0.2574597431485838,18.742959549411157,54.6154590788731,33.2842125151443,2148.9729933199264,-2115.6887808047823,1.584962500721157,102.33204730094887,-100.74708480022773,27.971369192333075,1.3319699615396703,1764.7969071574967,0.7142857142857143,5.0,0.0,0.0,1.0,14.0,0.2857142857142857,2.0,1.0,0.7142857142857143,0.8333333333333333,0.7905694150420949,0.7653061224489796,0.8095238095238095,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9259259259259258,0.9047619047619048,0.9027777777777779,0.869021998656607,0.8741496598639455,0.8624338624338624,0.9027777777777778,0.9047619047619048,0.001,0.0,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,90.47619047619048,39.68253968253968,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
seeds,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.09648249003087714,0.29093451051960295,21.70856025694735,61.71652958088005,33.2842125151443,1082.8622048890427,-1049.5779923738985,1.584962500721157,51.564866899478226,-49.97990439875707,26.73788481154007,1.2732326100733367,1686.9727075166993,0.7142857142857143,5.0,0.07142857142857142,1.0,0.9285714285714286,13.0,0.2857142857142857,2.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.6708203932499369,0.75,0.8047619047619048,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8551587301587302,0.8571428571428571,0.8532356532356532,0.7859741659434066,0.8809523809523809,0.846485260770975,0.8532356532356532,0.8571428571428571,0.001,0.0,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,90.47619047619048,34.92063492063491,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
seeds,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,17.0,4.0,0.0,80.95238095238095,19.047619047619047,0.0,0.7142857142857143,0.12621135478278336,0.3330007447664426,28.397554826126253,70.64012542935669,33.2842125151443,1087.8647196718275,-1054.5805071566833,1.584962500721157,51.803081889134646,-50.21811938841349,24.691116356022082,1.175767445524861,1557.8359957909195,0.7142857142857143,5.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.2857142857142857,2.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7959183673469388,0.7326007326007327,0.8095238095238095,0.09523809523809523,0.9047619047619048,0.19047619047619047,0.8214285714285714,0.8095238095238095,0.8124542124542125,0.7197436692366745,0.8911564625850339,0.7996355496355496,0.8124542124542125,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,5573.0,19020.0,3396.0,85.71428571428571,34.92063492063491,'Number of leaves: 7\nSize of the tree: 13\n',13.0,7.0,7.0
seeds,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,20.0,1.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9285714285714285,0.039298515104966715,0.17972165602265655,8.842165898617509,38.12472050990897,33.2842125151443,1074.3568578877102,-1041.072645372566,1.584962500721157,51.15985037560525,-49.5748878748841,30.757429625991666,1.4646395059996031,1940.5777494418369,0.8571428571428571,6.0,0.0,0.0,1.0,14.0,0.14285714285714285,1.0,1.0,0.8571428571428571,0.923076923076923,0.8944271909999159,0.8928571428571429,0.9047619047619048,0.9523809523809523,0.023809523809523808,0.9761904761904762,0.047619047619047616,0.9583333333333334,0.9523809523809523,0.952136752136752,0.9319383366219711,0.9523809523809523,0.9265873015873015,0.9521367521367521,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,5977.0,19020.0,3396.0,95.23809523809524,34.92063492063491,'Number of leaves: 8\nSize of the tree: 15\n',15.0,8.0,8.0
seeds,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,18.0,3.0,0.0,85.71428571428571,14.285714285714286,0.0,0.7857142857142855,0.10218423551756883,0.306509913676451,22.991452991452984,65.02057153845654,33.2842125151443,2154.056422805705,-2120.772210290561,1.584962500721157,102.57411537170024,-100.9891528709791,26.446468799422473,1.259355657115356,1668.586404245486,0.8571428571428571,6.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.14285714285714285,1.0,0.75,0.8571428571428571,0.7999999999999999,0.6933752452815364,0.8520408163265306,0.70578231292517,0.8571428571428571,0.07142857142857142,0.9285714285714286,0.14285714285714285,0.8690476190476191,0.8571428571428571,0.86007326007326,0.7911722406652459,0.903061224489796,0.8073870573870574,0.86007326007326,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,5169.0,19020.0,3396.0,85.71428571428571,34.9206349206349,'Number of leaves: 6\nSize of the tree: 11\n',11.0,6.0,6.0
seeds,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,189.0,21.0,19.0,2.0,0.0,90.47619047619048,9.523809523809524,0.0,0.857142857142857,0.07208940924039868,0.2130138451788153,16.2201170790897,45.18706032376849,33.2842125151443,6.073441246846476,27.210771268297822,1.584962500721157,0.2892114879450703,1.2957510127760867,28.566915078523074,1.3603292894534798,1802.3716690789317,1.0,7.0,0.14285714285714285,2.0,0.8571428571428571,12.0,0.0,0.0,0.7777777777777778,1.0,0.8750000000000001,0.816496580927726,0.9897959183673469,0.9682539682539683,0.9047619047619048,0.047619047619047616,0.9523809523809523,0.09523809523809523,0.9259259259259258,0.9047619047619048,0.9027777777777777,0.869021998656607,0.9931972789115646,0.9775132275132276,0.9027777777777778,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,5169.0,19020.0,3396.0,100.0,38.09523809523809,'Number of leaves: 6\nSize of the tree: 11\n',11.0,6.0,6.0
ukm,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,362.0,41.0,40.0,1.0,0.0,97.5609756097561,2.4390243902439024,0.0,0.9666666666666667,0.020984883289277553,0.11269513658718124,5.772141117017666,26.427626641611834,78.91897032194802,1075.07410648715,-996.155136165202,1.9248529346816592,26.221319670418293,-24.296466735736633,75.64383080988142,1.8449714831678397,3929.9303042111387,1.0,5.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.0,0.0,0.8333333333333334,1.0,0.9090909090909091,0.9001028747788694,0.9861111111111112,0.8333333333333334,0.975609756097561,0.0033875338753387536,0.9966124661246614,0.024390243902439025,0.9796747967479676,0.975609756097561,0.976230598669623,0.9700799140888171,0.9852400309717384,0.9630180448145945,0.9672727272727273,0.975609756097561,0.002,0.0,0.0,0.0,0.0,0.0,9269.0,29205.0,4488.0,97.5609756097561,26.21951219512195,'Number of leaves: 15\nSize of the tree: 29\n',29.0,15.0,15.0
ukm,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,362.0,41.0,38.0,3.0,0.0,92.6829268292683,7.317073170731708,0.0,0.8980944490472245,0.04410327001738537,0.18616746859987282,12.148942999190169,43.729531637640335,78.66187784787553,2152.262054363676,-2073.6001765158003,1.9185823865335496,52.49419644789453,-50.57561406136098,69.95324711200479,1.706176758829385,3632.9640582016473,0.8,4.0,0.0,0.0,1.0,36.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8822575465125693,0.9972222222222222,0.9666666666666667,0.926829268292683,0.03397212543554007,0.9660278745644598,0.07317073170731707,0.9333333333333333,0.926829268292683,0.9265745664975448,0.9011349919427919,0.9617692605497484,0.9138967516718856,0.9219764153974681,0.926829268292683,0.001,0.0,0.0,0.0,0.0,0.0,8381.0,29205.0,4488.0,95.1219512195122,26.829268292682926,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
ukm,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,362.0,41.0,36.0,5.0,0.0,87.8048780487805,12.195121951219512,0.0,0.836,0.056969282119385276,0.2087535253381066,15.69308944439642,49.03484996276048,78.66187784787553,1083.977877475624,-1005.3159996277484,1.9185823865335496,26.43848481647863,-24.519902429945084,68.20525306864063,1.6635427577717228,3542.183432631476,1.0,5.0,0.1111111111111111,4.0,0.8888888888888888,32.0,0.0,0.0,0.5555555555555556,1.0,0.7142857142857143,0.7027283689263065,1.0,1.0,0.8780487804878049,0.0248741773132017,0.9751258226867984,0.12195121951219512,0.9140921409214093,0.8780487804878049,0.883544917436752,0.8545298053692898,0.9743031358885017,0.9462933061386364,0.864223602484472,0.8780487804878049,0.001,0.0,0.0,0.0,0.0,0.0,8825.0,29205.0,4488.0,97.5609756097561,28.658536585365855,'Number of leaves: 14\nSize of the tree: 27\n',27.0,14.0,14.0
ukm,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,36.0,4.0,0.0,90.0,10.0,0.0,0.8626609442060086,0.06156497996385636,0.22002578356248462,16.94523119657657,51.63494384356194,76.92832047157759,2159.4883091410843,-2082.5599886695068,1.92320801178944,53.98720772852711,-52.06399971673767,65.71956145835743,1.642989036458936,3414.036768691815,0.8,4.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.2,1.0,0.8,0.8,0.8000000000000002,0.7714285714285715,0.9771428571428571,0.7650000000000001,0.9,0.034656084656084656,0.9653439153439152,0.1,0.9001893939393939,0.9,0.8990952380952381,0.8638420868807616,0.9490939153439154,0.8713578722002634,0.8872619047619047,0.9,0.001,0.0,0.0,0.0,0.0,0.0,7937.0,29282.0,4411.0,92.5,33.75,'Number of leaves: 12\nSize of the tree: 23\n',23.0,12.0,12.0
ukm,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,37.0,3.0,0.0,92.5,7.5,0.0,0.8958333333333334,0.04188748439450685,0.18236708560600953,11.529169793031981,42.797321621655215,76.92832047157759,2151.1322186069124,-2074.203898135335,1.92320801178944,53.77830546517281,-51.85509745338337,69.30638858599183,1.7326597146497957,3600.3672831527847,0.8,4.0,0.0,0.0,1.0,35.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8819171036881969,1.0,1.0,0.925,0.03611111111111111,0.9638888888888889,0.075,0.9390625,0.925,0.9252176941832113,0.9010116593870929,0.9512896825396826,0.9160256410256411,0.9236328805294323,0.925,0.001,0.0,0.0,0.0,0.0,0.0,9269.0,29282.0,4411.0,95.0,28.125,'Number of leaves: 15\nSize of the tree: 29\n',29.0,15.0,15.0
ukm,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,38.0,2.0,0.0,95.0,5.0,0.0,0.9307359307359306,0.03331259191532182,0.15534894596451113,9.169004393305043,36.456791432155406,76.92832047157759,1079.9000816162059,-1002.9717611446283,1.92320801178944,26.997502040405145,-25.074294028615707,70.56034409184112,1.764008602296028,3665.508469555644,0.8,4.0,0.0,0.0,1.0,35.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8819171036881969,0.9771428571428571,0.8769230769230769,0.95,0.02275132275132275,0.9772486772486773,0.05,0.951923076923077,0.95,0.9491111111111111,0.9312395068389054,0.9751190476190477,0.929278846153846,0.942991452991453,0.95,0.001,0.0,0.0,0.0,0.0,0.0,8381.0,29282.0,4411.0,95.0,25.0,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
ukm,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,34.0,6.0,0.0,85.0,15.0,0.0,0.7927461139896372,0.08037964190981434,0.27457332060856515,22.123805066768064,64.4359845514984,76.92832047157759,5377.137334600769,-5300.209014129191,1.92320801178944,134.4284333650192,-132.50522535322978,61.96224326230457,1.5490560815576142,3218.8494882482687,0.8,4.0,0.0,0.0,1.0,35.0,0.2,1.0,1.0,0.8,0.888888888888889,0.8819171036881969,0.9857142857142858,0.9,0.85,0.06455026455026455,0.9354497354497354,0.15,0.8538752913752914,0.85,0.8492063492063492,0.7886639590459991,0.8873181216931216,0.7595964452214452,0.8603174603174604,0.85,0.0,0.001,0.0,0.0,0.0,0.0,9269.0,29282.0,4411.0,85.0,25.625,'Number of leaves: 15\nSize of the tree: 29\n',29.0,15.0,15.0
ukm,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,38.0,2.0,0.0,95.0,5.0,0.0,0.9310344827586207,0.02948283901102528,0.15848894689314807,8.114897847226985,37.193676759837274,76.92832047157759,2148.5244099840065,-2071.596089512429,1.92320801178944,53.71311024960016,-51.78990223781072,71.9141972088973,1.7978549302224327,3735.8391932925424,1.0,5.0,0.0,0.0,1.0,35.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.024074074074074074,0.975925925925926,0.05,0.9566666666666667,0.95,0.9495129870129869,0.9307122164616846,0.9558201058201059,0.9216666666666666,0.9594155844155844,0.95,0.001,0.0,0.0,0.0,0.0,0.0,9713.0,29282.0,4411.0,95.0,25.625,'Number of leaves: 16\nSize of the tree: 31\n',31.0,16.0,16.0
ukm,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,38.0,2.0,0.0,95.0,5.0,0.0,0.931740614334471,0.025676125440569596,0.1347360691868796,7.067132679620544,31.61942774852601,76.92832047157759,1076.149697835644,-999.2213773640665,1.92320801178944,26.9037424458911,-24.980534434101664,72.53376599659768,1.813344149914942,3768.024901398388,1.0,5.0,0.02857142857142857,1.0,0.9714285714285714,34.0,0.0,0.0,0.8333333333333334,1.0,0.9090909090909091,0.8997354108424374,1.0,1.0,0.95,0.011904761904761904,0.9880952380952379,0.05,0.9564393939393939,0.95,0.9506881234707322,0.9356819371110892,0.9728869047619048,0.9495454545454546,0.9444984001505741,0.95,0.001,0.0,0.0,0.0,0.0,0.0,9269.0,29282.0,4411.0,97.5,26.25,'Number of leaves: 15\nSize of the tree: 29\n',29.0,15.0,15.0
ukm,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,363.0,40.0,37.0,3.0,0.0,92.5,7.5,0.0,0.8957428323197221,0.04414713446665692,0.19037025938411903,12.12497537830727,44.568080026996945,77.28375182827291,17.990325329793407,59.293426498479505,1.9320937957068227,0.44975813324483516,1.4823356624619877,67.71138481736838,1.6927846204342096,3519.228414759876,0.6,3.0,0.0,0.0,1.0,35.0,0.4,2.0,1.0,0.6,0.7499999999999999,0.753370803500884,0.96,0.7666666666666666,0.925,0.03214285714285714,0.9678571428571429,0.075,0.934065934065934,0.925,0.920577838827839,0.90264616601676,0.9781742610837438,0.9063141025641027,0.8963644688644687,0.925,0.001,0.0,0.01,0.0,10.0,0.0,8381.0,29282.0,4411.0,92.5,26.875,'Number of leaves: 13\nSize of the tree: 25\n',25.0,13.0,13.0
ukm,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.0171119130799998E7,362.0,41.0,38.0,3.0,0.0,92.6829268292683,7.317073170731708,0.0,0.9,0.03932926829268292,0.18348679226795722,10.81798185317569,43.02865754968292,78.91897032194804,2151.3584802276196,-2072.4395099056715,1.9248529346816594,52.47215805433218,-50.547305119650524,71.77836575033822,1.750691847569225,3729.10747286157,1.0,5.0,0.027777777777777776,1.0,0.9722222222222222,35.0,0.0,0.0,0.8333333333333334,1.0,0.9090909090909091,0.9001028747788694,1.0,1.0,0.926829268292683,0.023572563311840017,0.97642743668816,0.07317073170731707,0.937862950058072,0.926829268292683,0.9272008479325553,0.9046519735620071,0.9638051183467501,0.9188604375992834,0.9253038628038628,0.926829268292683,0.001,0.001,0.0,0.0,0.0,0.0,9713.0,29205.0,4488.0,95.1219512195122,26.21951219512195,'Number of leaves: 16\nSize of the tree: 31\n',31.0,16.0,16.0
